#ts enqueued_b enqueued_t bwe cur level max_level player_status paused_time downloaded_bytes cpu mem rss vms ts_start_req ts_stop_req url_segment byterange fragment_duration q0 q1 q2 q3 q4 q5
1573513949.98 0 0.000 0.000 0.100 0 5 0 0.000 0 0.000 2.345 48615424.000 364167168.000 -1.000 -1.000 http://192.168.1.254/car-20120827-160.mp4 0-62067 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573513950.08 0 0.000 0.000 0.100 0 5 0 0.000 0 10.000 2.347 49213440.000 364314624.000 -1.000 -1.000 http://192.168.1.254/car-20120827-160.mp4 0-62067 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573513950.18 119759 9.943 199.318 4.191 5 5 0 0.000 123085 50.000 2.451 51421184.000 366182400.000 1573513950.097 1573513950.090 http://192.168.1.254/car-20120827-89.mp4 7700067-11242044 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573513950.29 3660184 14.924 205.987 4.191 5 5 1 0.751 3665063 63.636 2.645 55422976.000 370380800.000 1573513950.241 1573513950.235 http://192.168.1.254/car-20120827-89.mp4 11242045-13591842 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573513950.39 6008429 19.821 255.664 4.191 5 5 1 0.751 6014861 30.000 2.869 60084224.000 375083008.000 1573513950.241 1573513950.314 http://192.168.1.254/car-20120827-89.mp4 13591843-16143538 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573513950.49 6008395 19.687 255.664 4.191 5 5 1 0.751 6014861 0.000 2.869 60194816.000 375083008.000 1573513950.241 1573513950.314 http://192.168.1.254/car-20120827-89.mp4 13591843-16143538 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573513950.59 6008378 19.621 255.664 4.191 5 5 1 0.751 6014861 0.000 2.869 60194816.000 375083008.000 1573513950.241 1573513950.314 http://192.168.1.254/car-20120827-89.mp4 13591843-16143538 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573513950.69 6008344 19.487 255.664 4.191 5 5 1 0.751 6014861 0.000 2.869 60194816.000 375083008.000 1573513950.241 1573513950.314 http://192.168.1.254/car-20120827-89.mp4 13591843-16143538 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573513950.79 6008327 19.421 255.664 4.191 5 5 1 0.751 6014861 0.000 2.869 60194816.000 375083008.000 1573513950.241 1573513950.314 http://192.168.1.254/car-20120827-89.mp4 13591843-16143538 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573513950.90 6007871 19.287 255.664 4.191 5 5 1 0.751 6014861 0.000 2.869 60194816.000 375083008.000 1573513950.241 1573513950.314 http://192.168.1.254/car-20120827-89.mp4 13591843-16143538 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573513951.00 6007645 19.221 255.664 4.191 5 5 1 0.751 6014861 9.091 2.869 60194816.000 375083008.000 1573513950.241 1573513950.314 http://192.168.1.254/car-20120827-89.mp4 13591843-16143538 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573513951.10 6006630 19.087 255.664 4.191 5 5 1 0.751 6014861 0.000 2.869 60194816.000 375083008.000 1573513950.241 1573513950.314 http://192.168.1.254/car-20120827-89.mp4 13591843-16143538 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573513951.20 6006252 19.021 255.664 4.191 5 5 1 0.751 6014861 0.000 2.869 60194816.000 375083008.000 1573513950.241 1573513950.314 http://192.168.1.254/car-20120827-89.mp4 13591843-16143538 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573513951.30 6004765 18.887 255.664 4.191 5 5 1 0.751 6014861 0.000 2.869 60194816.000 375083008.000 1573513950.241 1573513950.314 http://192.168.1.254/car-20120827-89.mp4 13591843-16143538 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573513951.40 6003719 18.821 255.664 4.191 5 5 1 0.751 6014861 0.000 2.869 60194816.000 375083008.000 1573513950.241 1573513950.314 http://192.168.1.254/car-20120827-89.mp4 13591843-16143538 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573513951.50 6001596 18.687 255.664 4.191 5 5 1 0.751 6014861 0.000 2.869 60194816.000 375083008.000 1573513950.241 1573513950.314 http://192.168.1.254/car-20120827-89.mp4 13591843-16143538 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573513951.60 5999940 18.621 255.664 4.191 5 5 1 0.751 6014861 0.000 2.869 60194816.000 375083008.000 1573513950.241 1573513950.314 http://192.168.1.254/car-20120827-89.mp4 13591843-16143538 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573513951.71 5997536 18.487 255.664 4.191 5 5 1 0.751 6014861 0.000 2.869 60194816.000 375083008.000 1573513950.241 1573513950.314 http://192.168.1.254/car-20120827-89.mp4 13591843-16143538 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573513951.81 5995871 18.421 255.664 4.191 5 5 1 0.751 6014861 0.000 2.869 60194816.000 375083008.000 1573513950.241 1573513950.314 http://192.168.1.254/car-20120827-89.mp4 13591843-16143538 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573513951.91 5993716 18.287 255.664 4.191 5 5 1 0.751 6014861 10.000 2.869 60194816.000 375083008.000 1573513950.241 1573513950.314 http://192.168.1.254/car-20120827-89.mp4 13591843-16143538 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573513952.01 5992883 18.221 255.664 4.191 5 5 1 0.751 6014861 0.000 2.869 60194816.000 375083008.000 1573513950.241 1573513950.314 http://192.168.1.254/car-20120827-89.mp4 13591843-16143538 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573513952.12 5990258 18.087 255.664 4.191 5 5 1 0.751 6014861 10.000 2.869 60194816.000 375083008.000 1573513950.241 1573513950.314 http://192.168.1.254/car-20120827-89.mp4 13591843-16143538 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573513952.22 5989404 18.021 255.664 4.191 5 5 1 0.751 6014861 0.000 2.869 60194816.000 375083008.000 1573513950.241 1573513950.314 http://192.168.1.254/car-20120827-89.mp4 13591843-16143538 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573513952.32 5987401 17.887 255.664 4.191 5 5 1 0.751 6014861 0.000 2.869 60194816.000 375083008.000 1573513950.241 1573513950.314 http://192.168.1.254/car-20120827-89.mp4 13591843-16143538 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573513952.42 5985583 17.754 255.664 4.191 5 5 1 0.751 6014861 0.000 2.869 60194816.000 375083008.000 1573513950.241 1573513950.314 http://192.168.1.254/car-20120827-89.mp4 13591843-16143538 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573513952.52 5984489 17.687 255.664 4.191 5 5 1 0.751 6014861 0.000 2.869 60194816.000 375083008.000 1573513950.241 1573513950.314 http://192.168.1.254/car-20120827-89.mp4 13591843-16143538 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573513952.63 5982405 17.554 255.664 4.191 5 5 1 0.751 6014861 10.000 2.869 60194816.000 375083008.000 1573513950.241 1573513950.314 http://192.168.1.254/car-20120827-89.mp4 13591843-16143538 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573513952.73 5981060 17.487 255.664 4.191 5 5 1 0.751 6014861 0.000 2.869 60194816.000 375083008.000 1573513950.241 1573513950.314 http://192.168.1.254/car-20120827-89.mp4 13591843-16143538 5.000 0.100 0.265 0.687 0.869 2.074 4.191
1573513952.83 5979258 17.354 255.664 4.191 5 5 1 0.751 6014861 0.000 2.870 60194816.000 375083008.000 1573513950.241 1573513950.314 http://192.168.1.254/car-20120827-89.mp4 13591843-16143538 5.000 0.100 0.265 0.687 0.869 2.074 4.191
